,report_text,Bioagressor,Disease,hazard_list,source_name
2337,"les petits colzas. Elles sont sur le dessous des feuilles. Larves de tenthrèdes Source : Emmanuel BONNIN, Groupe SOUFFLET Teigne des crucifères Noctuelles Elles mangent le limbe des jeunes feuilles et rongent le collet de jeunes plantules de colza. Afin de ne pas confondre ces attaques avec celles des limaces ou des taupins, rechercher les larves dans les premiers cen- timètres du sol ou au dos des feuilles. Ce ravageur secondaire sur colza peut entrainer de sérieux dégâts localement. - Observation : aucune observation cette semaine. Grandes cultures n° 5 du 27 septembre 2016 Phoma - Observations : sur 29 parcelles observées, 3 signalent des macules de phoma sur plantes, avec 10 % de plantes avec macules. Le seul levier contre le phoma est le choix génétique : pour rappel, privilégier les variétés TPS de groupe I",0,0,,draaf.bourgogne-franche-comte.agriculture.gouv.fr_IMG_pdf_BSV_GC_n_05_du_27_septembre_2016_cle0dfbc3
2338,"dans les zones à risque. Pour cette campagne, la présence de résidus pailleux peut être un facteur favorisant l’apparition de phoma sur les colzas. 6 Grandes cultures n° 5 du 27 septembre Bulletin édité sous la responsabilité de la Chambre régionale d’agriculture de Bourgogne et rédigé par ARVALIS -Institut du Végétal et Terres Inovia (Institut technique des producteurs d’oléagineux, de protéagineux, de chanvre et de leurs filières), avec la collabora- tion du SRAL, des Chambres d’agriculture 21, 58, 71 et 89 et du GIE BFC Agro, à partir des observations réalisées par : 110 BOUR- GOGNE - CA 21 - CA 58 - CA 71 - CA 89 - CEREPY - COOP BOURGOGNE DU SUD – SOUFFLET AGRICULTURE - DIJON CE- REALES – EPIS CENTRE – MINOTERIE GAY – SEPAC – ETS RUZE – SRAL - FREDON – KRYSOP – ALTERNATIVE - SAS BRESSON – AGRIDEV – AGRI SUD EST",0,0,,draaf.bourgogne-franche-comte.agriculture.gouv.fr_IMG_pdf_BSV_GC_n_05_du_27_septembre_2016_cle0dfbc3
2339,"- TEOL - SEINEYONNE - CAPSERVAL - SENOGRAIN—SARL LEGUY– AMDIS. Ce bulletin est produit à partir d'observations ponctuelles. S'il donne une tendance de la situation sanitaire régionale, cel le-ci ne peut pas être transposée telle quelle à la parcelle. La Chambre régionale d’agriculture de Bourgogne dégage donc toute responsabil ité quant aux décisions prises par les viticulteurs et agriculteurs pour la protection de leurs cultures et les invite à prendre ces décisions sur la base d'observations qu'ils auront eux mêmes réalisées sur leurs parcelles et/ou en s’appuyant sur les préconisations i ssues de bulletins techniques. « Action pilotée par le ministère chargé de l'agriculture, avec l’appui financier de l’Office national de l'eau et des milieu x aqua- tiques, par les crédits issus de la redevance pour pollutions diffuses attribués au financement du plan Ecophyto 2018 » Avec la participation financière de : 7 Les abeilles butinent, protégeons les ! Respectez les bonnes pratiques phytosanitaires 1. Les traitements insecticides et/ou acaricides sont interdits, sur toutes les cultures visitées par les abeilles et autres insectes pollinisateurs, pendant les périodes de floraison et de production d'exsudats. 2. Par dérogation, certains insecticides et acaricides peuvent être utilisés, en dehors de la présence des abeilles, s'ils ont fait l'objet d'une évaluation adaptée ayant conclu à un risque acceptable. Leur autorisation comporte alors une mention spécifique ""emploi autorisé durant la floraison et/ou au cours des périodes de production d'exsudats, en dehors de la présence des",0,0,,draaf.bourgogne-franche-comte.agriculture.gouv.fr_IMG_pdf_BSV_GC_n_05_du_27_septembre_2016_cle0dfbc3
2340,"abeilles"". 3. Il ne faut appliquer un traitement sur les cultures que si nécessaire et veiller à respecter scrupuleusement les conditions d’emploi associées à l’usage du produit, mentionnées sur la brochure technique (ou l’étiquette) livrée avec l’emballage de la spécialité commerciale autorisée. 4. Afin d’assurer la pollinisation des cultures, de nombreuses ruches sont en place dans ou à proximité des parcelles en fleurs. Il faut veiller à informer le voisinage de la présence de ruches. Les traitements fongicides et insecticides qui sont appliqués sur ces parcelles, mais aussi dans les parcelles voisines, peuvent avoir un effet toxique pour les abeilles et autres insectes pollinisateurs. Il faut éviter toute dérive lors des traitements phytosanitaires.",0,0,,draaf.bourgogne-franche-comte.agriculture.gouv.fr_IMG_pdf_BSV_GC_n_05_du_27_septembre_2016_cle0dfbc3
2341,N° 15 – 19 mai 2016 Champagne-Ardenne A RETENIR CETTE SEMAINE BETTERAVE : Croissance : stade moyen de 6 feuilles vraies  Ravageurs : observations des premiers pucerons  REMARQUE : Ce bulletin est produit à partir d'observations ponctuelles réalisées sur parcelles,0,0,,draaf.bourgogne-franche-comte.agriculture.gouv.fr_IMG_pdf_BSV_Betterave_n_15_du_19_mai_2016_cle8eb6e1
2342,"agriculteur du 16 au 18 mai 2016 : 30 de betterave. S'il donne une tendance de la situation sanitaire régionale, celle-ci ne peut pas être transposée telle quelle à la parcelle. 1 BETTERAVE ETAT VEGETATIF Le réseau d’observations compte maintenant 36 parcelles réparties sur l’ensemble de la région betteravière. Depuis deux semaines, une reprise de croissance est visible sur de nombreuses parcelles. La hausse des températures journalières ainsi que l’humidité persistante favorisent le développement de la culture. L’hétérogénéité des colorations de sol engendre, comme souvent, des disparités. Le stade moyen des parcelles du réseau est de 6 feuilles vraies . Stade de la culture 8 feuilles 6 feuilles 4 feuilles 2 feuilles Betterave au stade 6 feuilles naissantes Ardennes Marne Aube Yonne 100% 80% 60% 40% 20% 0% Localement, des orages violents accompagnés de grêle (nord ouest de l’Aube et sud de la Marne) ont engendré des dégâts sur la culture. Les grêlons hachent les feuilles entrainant une perte du volume foliaire. La cicatrisation des tissus intervient en général dans",0,0,,draaf.bourgogne-franche-comte.agriculture.gouv.fr_IMG_pdf_BSV_Betterave_n_15_du_19_mai_2016_cle8eb6e1
2343,"les jours suivants et la reprise de croissance peut alors avoir lieu. Cette semaine, symptômes. la parcelle d’Echemines (10) mentionne ces Betterave grêlée RAVAGEURS TIPULES La présence de tipules (sectionnement de la racine puis dépérissement de la plante) est encore signalée sur 2 parcelles : Saint Mémmie (51) et Rhèges (10). Analyse de risque : Les betteraves sont sensibles jusqu’au stade 6 feuilles. A surveiller pour les parcelles qui n’ont pas encore atteint ce stade. 2 LIEVRES De nombreuses parcelles de la région subissent toujours des dégâts de lièvres. Cette semaine, le site des Grandes Loges est concerné. THRIPS Des dégâts de thrips sont signalé sur la parcelle de Bouy Luxembourg dans l’Aube. Symptômes : les thrips se nourrissent en suçant le contenu des cellules épidermiques. Les nombreuses piqûres causent l'apparition de taches blanches grisâtres sur les feuilles (aspect argenté). En cas d'attaques précoces et intenses, les extrémités des feuilles meurent, ce qui entraîne l'enroulement de ces dernières vers l'extérieur. La croissance des plantes est alors fortement freinée. Analyse de risque : un climat frais est favorable à leur présence. Un précédent jachère ou des rotations contenant des cultures de pois, oignon ou lin",0,0,,draaf.bourgogne-franche-comte.agriculture.gouv.fr_IMG_pdf_BSV_Betterave_n_15_du_19_mai_2016_cle8eb6e1
2344,"sont plus sensibles. L’absence de protection de semence adaptée favorise leur développement. PUCERONS Les premiers pucerons noirs ailés sont observés dans 20 % des parcelles du réseau. Le réchauffement amorçé depuis deux semaines est effectivement propice à leur apparition. Ces insectes piqueurs-suceurs peuvent entrainer des recroquevillements de feuilles avec un ralentissement de la croissance. La présence de pucerons verts ailés est constatée sur le site de Bouy Luxembourg dans l’Aube confirmant les relevés de la tour à succion de Lavannes. La nuisibilité des pucerons verts réside essentiellement dans leur propriété de vecteurs des virus de la jaunisse des betteraves. Analyse de risque : La protection sur semence est généralement suffisante pour assurer un contrôle des pucerons jusqu’au stade couverture du sol. La présence d’auxiliaires (coccinelles) déjà visible en culture, permet aussi de réguler les populations. Puceron noir ailé présent sur la face inférieure de la feuille Attaque de thrips sur betterave 3 Retrouvez gratuitement le BSV toutes les semaines sur les sites Internet de la Chambre d’agriculture d’Alsace Champagne-Ardenne Lorraine et de la DRAAF :   departements-08-10-51-52 Affinez vos connaissances sur les principales adventices des Grandes Cultures et les méthodes de",0,0,,draaf.bourgogne-franche-comte.agriculture.gouv.fr_IMG_pdf_BSV_Betterave_n_15_du_19_mai_2016_cle8eb6e1
2345,lutte préventive en consultant le site INFLOWEB :  ÉDITÉ SOUS LA RESPONSABILITÉ DE LA CHAMBRE D’AGRICULTURE D’ALSACE CHAMPAGNE-ARDENNE LORRAINE SUR LA BASE DES OBSERVATIONS RÉALISÉES PAR LES PARTENAIRES DU RÉSEAU GRANDES CULTURES : Arvalis Institut du végétal - Chambre d’agriculture des,0,0,,draaf.bourgogne-franche-comte.agriculture.gouv.fr_IMG_pdf_BSV_Betterave_n_15_du_19_mai_2016_cle8eb6e1
2346,Ardennes - Chambre d’agriculture de l’Aube - Chambre d’agriculture de la Marne - Chambre d’agriculture de la Haute-Marne - ATPPDA - CETA de l’Aube - CETA de la Marne – Terres Inovia - Acolyance - CRISTAL UNION -,0,0,,draaf.bourgogne-franche-comte.agriculture.gouv.fr_IMG_pdf_BSV_Betterave_n_15_du_19_mai_2016_cle8eb6e1
2347,"DIGIT’AGRI - EMC2 - EfiGrain Sézanne - EURL Verzeaux – SYRAL Haussimont - FREDONCA - Groupe COMPAS - ITB - SCA de Juniville - ETS RITARD - SCA La Champagne - Coligny - SCA d’Esternay - SCARA - SEPAC - SOUFFLET AGRICULTURE – VIVESCIA – APM DESHY – LUZEAL – CAPDEA – SUNDESHY. Rédaction : ITB, Terres Inovia, Arvalis - Institut du Végétal et la FREDONCA avec relecture de la Chambre d’agriculture de la Marne, du CETA de Romilly (représentant les organismes de développement), d’EMC2 (représentant les organismes stockeurs), ainsi que de la DRAAF (SRAL). Crédits photos : Terres Inovia, Arvalis - Institut du Végétal, FREDONCA, ITB, DRAAF (SRAL), Partenaires Coordination et renseignements : Karim BENREDJEM, Chambre d’agriculture d’Alsace Champagne-Ardenne Lorraine. Tél. : . Courriel : k.benredjem@champagrica.fr Pour recevoir le Bulletin de Santé du Végétal par courrier électronique, vous pouvez en faire la demande par courriel à k.benredjem@champagrica.fr Action pilotée par le ministère chargé de l'agriculture, avec l’appui financier de l’Office National de l'Eau et des Milieux Aquatiques, par les crédits issus de la redevance pour pollutions diffuses attribués au financement du Plan ÉCOPHYTO II. 4",0,0,,draaf.bourgogne-franche-comte.agriculture.gouv.fr_IMG_pdf_BSV_Betterave_n_15_du_19_mai_2016_cle8eb6e1
2348,"BBBuuu lllllleeettt iiinnn dddeee SSSaaannntttééé ddduuu VVVééégggééétttaaa lll Bulletin réalisé dans le cadre du réseau d'observation de Picardie en collaboration avec ARVALIS, le CETIOM, les Chambres d'Agriculture, les CETA, les Coopératives, la DRAAF/SRAL, la FREDON, l ’ITB, l ’ITL, le Nég oce. Bulletin Grandes Cultures n°20 du 23 juin 2009. 4 pages PICARDIE - FEVEROLES : Premières pustules de rouille - BLE : Forte pression rouille brune dans les témoins Légère progression des pucerons sur épis - MAÏS : confirmation du vol de pyrales du maïs FEVEROLES Stade : gousses sur étages Pucerons Les conditions sont favorables au développement des pucerons noirs. Dans les témoins, la fréquence de pieds porteurs de manchons peut dépasser le seuil de 10%. Dans les parcelles traitées, la situation est plus saine, la lutte contre les bruches permettant notamment de contenir la progression des pucerons. Plus rares, les pucerons verts sont également observés sur les féveroles. Bruches Les températures actuelles favorisent l ’activité des bruches. Cependant",1,1,#pyrale #puceron #bruche #rouille ,BSV_GC_no20_du_23.06.09_cle87a316
2349,les parcelles les plus avancées atteignent désormais le stade de fin de sensibilité (fin floraison). Maladies symptômes des toujours On trouve d ’anthracnose et de botrytis. Le mildiou est en progression significative dans certaines parcelles. Mais l’actualité est surtout marquée par les premières pustules de,0,1,#mildiou ,BSV_GC_no20_du_23.06.09_cle87a316
2350,rouille (amiénois). La rouille est en effet la maladie la plus préjudiciable pour la culture. La nuisibilité appara ît dès les premiers symptômes. Surveillez de près l ’apparition de la rouille dans les parcelles. POIS Stade : gousses pleines sur étages Pustules de rouille sur féverole. Pucerons Les populations de pucerons verts progressent relativement peu cette semaine dans les parties témoin. Aucune situation ne dépasse le seuil de nuisibilité (30 pucerons par pied). Le stade,1,1,#puceron #rouille ,BSV_GC_no20_du_23.06.09_cle87a316
2351,limite de sensibilité maximale (gousses plates) est désormais dépassé dans la majorité des parcelles de pois protéagineux. Rédaction : DRAAF Picardie – Service Régional de l ’ALi mentation - 518 rue Saint Fuscien - 80092 Amiens cedex 3 Tel : – Fax : - Site Internet :  1 Tordeuses Le vol de tordeuses se poursuit lentement. Seul un site abrité dans le,1,0,#tordeuse ,BSV_GC_no20_du_23.06.09_cle87a316
2352,"secteur de Montdidier dépassent les 400 captures cumulées. Le 3ème étage de gousses pleines indique la fin de la sensibilité des pois vis-à-vis des tordeuses. Ce stade est atteint pour les parcelles les plus avancées. Rappel du seuil de nuisibilité : 400 captures cumulées pour les pois protéagineux, 100 pour les pois jaunes , 50 pour les pois de semences. Tordeuses du pois : cumuls des captures au 22 juin 2009 dept Commune SAINT-MARTIN-LONGUEAU 60 MAIGNELAY-MONTIGNY 60 CHOISY-LA-VICTOIRE 60 VENETTE 60 MAIGNELAY-MONTIGNY 60 BAILLEUL-LE-SOC 60 LANEUVILLEROY 60 DUVY 60 MARGNY-AUX-CERISES 60 WAVIGNIES 60 PUISIEUX 77 AIRAINES 80 BOUSSICOURT 80 ALBERT 80 BERTANGLES 80 HYENCOURT-LE-GRAND 80 CRESSY-OMENCOURT 80 RIBEMONT-SUR-ANCRE 80 MOYENNEVILLE 80 MESNIL-SAINT-NICAISE 80 FEUILLERES 80 MONTDIDIER 80 ESMERY-HALLON 80 FRAMERVILLE-RAINECOURT 80 ERCHES 80 ROSIERES-EN-SANTERRE 80 HANGEST-EN-SANTERRE 80 VAUVILLERS 80 CHILLY 80 MARQUIVILLERS 80 MISERY 80 VERMANDOVILLERS 80 ROSIERES-EN-SANTERRE 80 BOURSEVILLE 80 QUESNOY-LE-MONTANT 80 MARCHAIS 02 OLLEZY 02 LAON 02 MARCY-SOUS-MARLE 02 VERMAND 02 CUIRY-HOUSSE 02 stade gousses pleines gousses pleines gousses pleines gousses plates gousses plates gousses plates gousses plates gousses plates gousses plates gousses plates gousses plates gousses pleines gousses pleines gousses pleines gousses pleines gousses pleines gousses pleines gousses plates gousses pleines gousses pleines gousses pleines gousses pleines gousses pleines gousses plates gousses plates jeunes gousses plates gousses",1,0,#tordeuse ,BSV_GC_no20_du_23.06.09_cle87a316
2353,"plates floraison jeunes gousses plates gousses plates gousses pleines gousses plates jeunes gousses plates floraison gousses plates gousses plates gousses plates gousses plates floraison tordeuses (cumul de captures) Maladies L ’anthracnose est la maladie la plus fréquemment ob servée. On trouve également du mildiou et du botryitis. LIN Stades : fin floraison Maladies : Sur lin de printemps, l’o ïdium poursuit son install ation, qui a été tardive cette",1,1,#tordeuse #mildiou ,BSV_GC_no20_du_23.06.09_cle87a316
2354,"année. Les infestations sont donc à la mesure de ce retard : encore modérées. Sur lin graine, on note cette semaine la présence de septoriose et plus ponctuellement de botrytis, dans des parcelles de l’Oise ayant re çu récemment de fortes précipitations. Rédaction : DRAAF Picardie – Service Régional de l ’ALi mentation - 518 rue Saint Fuscien",0,1,#septoriose ,BSV_GC_no20_du_23.06.09_cle87a316
